step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
9656,WEATHER,13.66,40.19,1012.34,8.89,31.13,0
9657,WEATHER,18.9,47.19,1010.29,7.34,21.99,0
9658,WEATHER,21.42,31.48,1017.19,6.72,33.03,0
9659,WEATHER,21.93,39.7,1008.87,18.77,28.8,0
9660,WEATHER,18.54,54.76,1019.66,10.34,18.32,0
9661,WEATHER,15.37,55.79,1014.19,12.72,28.92,0
9662,WEATHER,18.34,46.35,1005.36,7.33,19.87,0
9663,WEATHER,18.11,56.39,1013.29,1.62,18.94,0
9664,WEATHER,18.49,27.71,1015.46,6.89,24.48,1
9665,WEATHER,11.57,36.17,1017.41,16.45,22.6,0
9666,WEATHER,18.38,47.46,1012.97,14.19,32.59,0
9667,WEATHER,15.24,42.0,1013.54,29.22,34.59,0
9668,WEATHER,17.67,49.43,1012.05,9.45,30.06,0
9669,WEATHER,14.02,49.04,1020.44,13.8,23.39,0
9670,WEATHER,12.51,42.47,1011.07,7.96,27.39,0
9671,WEATHER,15.66,57.84,1016.17,8.86,21.55,0
9672,WEATHER,14.79,44.81,1014.05,13.54,22.43,0
9673,WEATHER,16.43,53.34,1013.55,15.97,29.92,0
9674,WEATHER,15.87,38.56,1018.15,25.35,15.03,0
9675,WEATHER,9.85,48.45,1010.22,12.19,23.44,0
9676,WEATHER,11.54,33.12,1016.64,8.04,22.17,0
9677,WEATHER,18.29,42.43,1011.9,16.65,19.15,0
9678,WEATHER,10.4,34.83,1009.2,1.56,18.16,0
9679,WEATHER,16.78,47.32,1012.23,8.26,28.72,0
9680,WEATHER,9.63,41.2,1014.91,8.55,13.32,0
9681,WEATHER,10.74,37.09,1013.13,1.93,18.26,0
9682,WEATHER,16.05,46.34,1012.81,22.83,27.4,0
9683,WEATHER,13.32,37.58,1008.94,10.63,15.98,0
9684,WEATHER,8.57,35.4,1008.52,5.8,17.76,0
9685,WEATHER,7.08,38.86,1011.25,6.68,15.0,0
9686,WEATHER,14.2,37.62,1018.1,8.91,19.6,0
9687,WEATHER,14.82,44.13,1008.19,12.27,15.33,0
9688,WEATHER,11.31,48.12,1018.15,7.49,28.76,0
9689,WEATHER,9.34,39.77,1011.85,15.29,18.62,0
9690,WEATHER,10.47,45.52,1009.51,11.31,5.61,0
9691,WEATHER,11.56,46.75,1012.65,9.42,16.15,0
9692,WEATHER,11.81,40.51,1005.99,2.84,16.35,0
9693,WEATHER,18.13,54.24,1006.5,16.69,23.03,0
9694,WEATHER,13.82,45.41,1011.82,2.94,18.86,0
9695,WEATHER,15.39,48.01,1003.14,13.67,24.73,0
9696,WEATHER,12.86,47.83,1009.3,15.64,17.79,0
9697,WEATHER,12.05,45.7,1012.72,13.9,15.14,0
9698,WEATHER,7.73,35.64,1010.98,23.75,15.32,0
9699,WEATHER,10.05,31.45,1008.88,9.8,22.42,0
9700,WEATHER,8.06,40.47,1008.54,7.91,25.22,0
9701,WEATHER,8.27,38.61,1012.96,1.27,7.94,0
9702,WEATHER,3.15,33.32,1006.19,13.96,20.58,0
9703,WEATHER,6.15,46.77,1012.33,6.96,10.08,0
9704,WEATHER,9.08,40.85,1014.85,3.39,17.62,0
9705,WEATHER,7.26,61.62,1013.48,11.29,16.76,0
9706,WEATHER,0.37,36.66,1010.15,16.94,16.28,0
9707,WEATHER,12.14,38.15,1004.3,11.72,9.19,0
9708,WEATHER,12.82,41.98,1005.77,18.71,11.32,0
9709,WEATHER,1.25,46.34,1014.88,11.37,21.38,0
9710,WEATHER,7.73,46.95,1010.69,11.34,23.2,0
9711,WEATHER,9.97,52.31,1011.88,1.31,7.33,0
9712,WEATHER,9.65,44.01,1011.06,11.57,12.15,0
9713,WEATHER,7.19,33.41,1011.5,4.22,16.22,0
9714,WEATHER,9.39,37.5,1007.9,25.88,5.15,1
9715,WEATHER,2.64,52.32,1010.27,17.05,10.37,0
9716,WEATHER,8.47,42.95,1010.44,7.12,17.16,0
9717,WEATHER,6.25,41.76,1011.37,35.78,13.98,0
9718,WEATHER,3.42,31.0,1007.88,8.76,20.13,0
9719,WEATHER,8.14,21.49,1013.86,15.25,17.18,0
9720,WEATHER,10.14,34.8,1010.17,9.4,15.06,0
9721,WEATHER,1.13,38.41,1005.41,5.69,17.37,0
9722,WEATHER,5.42,46.39,1018.38,20.89,19.12,0
9723,WEATHER,7.12,37.48,1003.79,8.78,13.21,0
9724,WEATHER,6.05,29.87,1018.87,20.61,17.07,0
9725,WEATHER,5.85,34.43,1013.4,16.39,14.8,0
9726,WEATHER,3.2,47.27,1004.94,5.84,17.86,0
9727,WEATHER,4.4,42.65,1005.42,15.71,16.29,0
9728,WEATHER,7.38,45.62,1014.33,17.4,10.51,0
9729,WEATHER,7.52,41.69,1006.41,21.91,8.77,0
9730,WEATHER,3.76,48.34,1014.56,10.25,16.34,0
9731,WEATHER,0.72,35.56,1008.03,12.21,13.53,0
9732,WEATHER,7.49,40.98,1005.66,21.97,18.07,0
9733,WEATHER,4.43,39.61,1013.97,24.04,10.84,0
9734,WEATHER,4.98,35.63,1007.75,16.64,14.48,0
9735,WEATHER,7.67,32.71,1012.37,6.6,17.08,0
9736,WEATHER,-2.14,24.21,1013.64,13.94,19.46,0
9737,WEATHER,8.71,32.03,1006.18,5.89,11.06,0
9738,WEATHER,0.27,32.77,1009.32,8.53,12.59,0
9739,WEATHER,6.06,39.04,1009.32,2.0,11.11,0
9740,WEATHER,-0.14,37.23,1001.31,14.31,5.56,1
9741,WEATHER,2.94,52.42,1012.52,26.12,11.94,0
9742,WEATHER,-0.36,43.32,1014.87,7.5,12.26,0
9743,WEATHER,1.11,47.78,1004.2,29.08,12.7,0
9744,WEATHER,-0.56,43.08,1008.07,13.9,23.33,0
9745,WEATHER,2.81,44.99,1005.31,10.46,10.21,0
9746,WEATHER,0.58,45.64,1005.97,4.58,18.99,0
9747,WEATHER,4.45,43.01,1003.02,19.61,19.32,0
9748,WEATHER,1.79,48.75,1010.76,5.51,14.61,0
9749,WEATHER,5.91,33.28,1009.38,18.99,9.52,0
9750,WEATHER,0.99,51.3,1006.96,16.32,17.1,0
9751,WEATHER,7.76,58.77,1007.1,14.27,12.31,0
9752,WEATHER,2.41,45.34,1007.46,18.33,9.89,0
9753,WEATHER,1.46,58.94,1003.09,7.69,20.64,0
9754,WEATHER,-2.26,50.15,1000.42,5.33,10.54,0
9755,WEATHER,2.07,40.54,1005.65,10.98,7.81,0
9756,WEATHER,5.49,44.0,1005.22,9.87,19.31,0
9757,WEATHER,8.6,58.3,993.95,18.91,14.28,0
9758,WEATHER,0.99,68.89,1017.21,9.38,15.86,0
9759,WEATHER,-0.35,44.14,1013.46,17.18,24.58,0
9760,WEATHER,5.75,41.06,1003.04,10.45,12.93,0
9761,WEATHER,8.86,52.73,1006.9,12.52,5.52,0
9762,WEATHER,-0.45,50.64,1006.81,18.33,7.14,0
9763,WEATHER,7.26,42.74,1007.06,17.38,18.73,0
9764,WEATHER,3.71,56.96,1001.58,13.84,9.46,0
9765,WEATHER,2.64,46.75,1007.3,21.33,16.82,0
9766,WEATHER,1.36,44.42,998.67,14.52,8.4,0
9767,WEATHER,2.35,64.77,1008.1,3.79,15.45,0
9768,WEATHER,5.33,44.16,1010.84,9.56,17.41,0
9769,WEATHER,0.42,39.19,1013.61,4.79,19.64,0
9770,WEATHER,-0.05,50.97,1007.07,10.28,10.0,0
9771,WEATHER,2.21,59.09,1008.0,17.63,21.42,0
9772,WEATHER,8.23,37.1,1005.09,18.79,23.04,0
9773,WEATHER,2.34,51.79,1007.5,12.46,21.83,0
9774,WEATHER,9.39,64.27,1014.16,17.43,18.63,0
9775,WEATHER,3.25,34.95,1007.04,5.59,14.89,0
9776,WEATHER,4.07,56.54,1014.04,10.96,3.78,0
9777,WEATHER,0.04,58.4,1012.45,20.42,15.24,0
9778,WEATHER,3.68,64.42,1006.89,3.63,23.19,0
9779,WEATHER,3.96,37.45,1015.98,14.13,21.08,0
9780,WEATHER,6.16,59.76,1009.59,20.4,17.89,0
9781,WEATHER,-3.58,54.53,1008.99,13.43,18.84,0
9782,WEATHER,0.95,66.74,1010.8,14.62,21.16,0
9783,WEATHER,7.97,35.7,1010.68,8.76,15.94,0
9784,WEATHER,3.31,58.29,1007.22,9.55,20.13,0
9785,WEATHER,2.85,53.21,1012.47,8.58,27.32,0
9786,WEATHER,6.29,60.23,1006.17,14.82,12.25,0
9787,WEATHER,-0.2,54.23,1005.82,23.47,12.1,0
9788,WEATHER,0.82,61.13,1016.75,20.22,25.24,0
9789,WEATHER,8.46,63.82,1007.71,17.07,21.37,0
9790,WEATHER,4.97,61.55,1007.08,11.68,12.95,0
9791,WEATHER,3.58,41.82,1002.9,23.08,24.43,0
9792,WEATHER,0.94,55.35,1007.91,19.16,19.89,0
9793,WEATHER,5.43,51.63,1003.59,17.83,32.16,0
9794,WEATHER,4.0,78.11,1012.42,2.57,29.66,0
9795,WEATHER,4.45,48.33,1010.43,14.26,24.45,0
9796,WEATHER,9.14,70.73,1009.94,18.42,21.3,0
9797,WEATHER,7.43,55.64,1016.32,17.32,26.35,0
9798,WEATHER,3.75,60.96,1007.01,16.24,15.57,0
9799,WEATHER,6.4,74.36,1010.49,13.72,23.44,0
9800,WEATHER,7.71,63.02,1008.19,21.71,27.16,0
9801,WEATHER,5.16,56.42,1007.49,9.22,23.78,0
9802,WEATHER,2.47,71.81,1010.3,3.06,17.94,0
9803,WEATHER,6.67,64.42,1005.08,4.8,28.67,0
9804,WEATHER,7.56,56.34,1012.91,1.88,25.29,0
9805,WEATHER,4.96,66.55,1011.29,16.14,21.64,0
9806,WEATHER,9.42,58.69,1010.7,7.43,21.9,0
9807,WEATHER,7.15,56.15,1010.58,22.92,21.43,0
9808,WEATHER,6.14,65.0,1003.44,11.08,26.18,0
9809,WEATHER,6.75,68.09,1013.88,13.78,26.85,0
9810,WEATHER,11.91,77.5,1015.93,18.57,34.44,1
9811,WEATHER,4.68,62.44,1014.34,7.59,21.99,0
9812,WEATHER,6.47,71.86,1008.92,10.86,28.72,0
9813,WEATHER,10.4,65.98,1010.02,26.03,29.41,1
9814,WEATHER,6.25,73.49,1016.23,21.44,27.63,0
9815,WEATHER,3.64,69.99,1016.19,17.2,35.81,1
9816,WEATHER,9.5,66.7,1015.83,25.38,32.53,0
9817,WEATHER,7.86,63.04,1007.65,8.05,20.85,0
9818,WEATHER,10.46,90.97,1005.42,16.8,26.32,1
9819,WEATHER,7.15,62.06,1008.99,13.81,15.71,0
9820,WEATHER,9.8,76.05,1010.92,12.23,30.75,1
9821,WEATHER,5.89,84.17,1009.95,14.76,34.29,0
9822,WEATHER,6.56,73.48,1012.41,11.7,28.44,0
9823,WEATHER,8.17,78.44,1015.45,22.24,31.16,0
9824,WEATHER,10.64,68.07,1013.14,16.07,30.95,0
9825,WEATHER,6.42,65.08,1008.83,7.76,30.62,0
9826,WEATHER,8.53,76.15,1004.84,2.32,36.65,0
9827,WEATHER,12.02,65.6,1012.55,18.72,28.07,1
9828,WEATHER,12.35,69.4,1004.55,21.98,37.44,0
9829,WEATHER,9.77,74.65,1010.96,18.97,20.11,0
9830,WEATHER,6.18,79.11,1000.93,22.16,39.27,0
9831,WEATHER,8.44,76.12,1013.48,17.31,37.85,0
9832,WEATHER,11.52,60.76,1008.41,9.21,39.42,0
9833,WEATHER,10.19,73.68,1013.75,13.23,29.86,0
9834,WEATHER,7.62,79.47,1016.54,2.27,32.93,0
9835,WEATHER,12.02,74.59,1007.56,0.18,29.56,1
9836,WEATHER,13.62,74.07,1016.81,18.94,22.67,0
9837,WEATHER,7.39,78.65,1007.97,11.23,35.48,0
9838,WEATHER,12.44,66.94,1011.68,31.42,35.48,0
9839,WEATHER,8.28,67.66,1012.05,12.71,33.57,1
9840,WEATHER,11.66,81.19,1008.12,6.1,34.94,0
9841,WEATHER,12.53,67.92,1009.03,14.39,39.52,1
9842,WEATHER,17.9,70.28,1014.16,23.23,27.41,0
9843,WEATHER,13.34,75.85,1014.04,8.75,39.22,0
9844,WEATHER,17.78,89.17,1012.51,14.65,34.87,1
9845,WEATHER,8.33,65.84,1012.07,12.13,34.94,0
9846,WEATHER,7.38,69.65,1008.79,4.1,36.48,1
9847,WEATHER,13.47,93.9,1013.42,10.35,36.12,0
9848,WEATHER,8.06,82.1,1021.32,20.06,37.14,0
9849,WEATHER,10.25,75.44,1014.55,22.02,35.71,1
9850,WEATHER,14.81,75.49,1011.61,9.42,32.62,0
9851,WEATHER,14.03,65.84,1014.55,4.58,32.31,1
9852,WEATHER,15.47,90.78,1017.33,15.03,31.55,0
9853,WEATHER,15.46,87.02,1021.44,8.11,32.79,1
9854,WEATHER,11.85,81.82,1004.05,9.79,43.04,0
9855,WEATHER,16.72,86.12,1016.92,10.74,34.44,1
9856,WEATHER,14.49,68.62,1019.33,32.28,31.69,0
9857,WEATHER,16.34,79.27,1015.45,17.38,38.75,0
9858,WEATHER,13.72,81.26,1009.03,16.34,38.34,1
9859,WEATHER,17.25,76.25,1011.32,16.94,39.83,0
9860,WEATHER,14.57,67.45,1014.3,7.24,33.99,0
9861,WEATHER,14.67,86.07,1006.23,21.79,29.48,0
9862,WEATHER,18.28,66.69,1014.72,13.15,26.37,1
9863,WEATHER,22.6,74.24,1014.46,13.18,44.61,0
9864,WEATHER,11.13,73.61,1014.11,19.49,36.99,0
9865,WEATHER,16.79,78.27,1007.9,9.6,39.39,0
9866,WEATHER,18.51,75.0,1019.23,13.27,41.64,0
9867,WEATHER,20.49,70.16,1015.95,5.23,34.43,0
9868,WEATHER,20.21,82.16,1014.3,18.81,41.49,0
9869,WEATHER,14.62,76.43,1010.8,6.63,37.15,0
9870,WEATHER,20.29,79.34,1022.81,20.14,45.17,0
9871,WEATHER,17.92,70.5,1014.08,6.22,40.54,0
9872,WEATHER,17.67,81.14,1019.16,1.79,39.46,0
9873,WEATHER,20.61,79.42,1021.78,7.07,38.65,0
9874,WEATHER,17.9,61.02,1024.91,7.85,30.89,0
9875,WEATHER,12.15,79.41,1009.16,4.97,43.39,0
9876,WEATHER,15.85,81.05,1014.26,17.5,39.38,0
9877,WEATHER,19.22,86.87,1018.6,3.8,43.3,1
9878,WEATHER,19.86,75.65,1009.76,5.8,39.62,0
9879,WEATHER,14.31,85.07,1012.8,8.74,40.22,0
9880,WEATHER,16.31,75.09,1011.85,25.68,44.02,0
9881,WEATHER,20.79,85.46,1019.69,14.21,42.63,1
9882,WEATHER,17.1,79.92,1011.36,9.44,44.36,0
9883,WEATHER,21.52,81.76,1016.34,20.7,39.5,0
9884,WEATHER,19.28,80.02,1009.4,28.67,44.87,0
9885,WEATHER,19.38,81.25,1013.96,4.77,37.43,1
9886,WEATHER,18.16,83.06,1026.65,17.58,41.52,0
9887,WEATHER,27.49,74.9,1018.43,12.7,49.41,1
9888,WEATHER,20.95,93.55,1007.35,15.47,49.31,1
9889,WEATHER,23.88,79.17,1014.73,14.41,49.19,0
9890,WEATHER,24.75,82.69,1015.35,22.63,43.28,0
9891,WEATHER,24.81,87.6,1011.69,9.13,45.78,0
9892,WEATHER,24.52,81.49,1015.12,9.35,45.18,0
9893,WEATHER,16.12,87.23,1020.41,9.32,35.69,1
9894,WEATHER,23.87,67.37,1024.13,9.27,46.26,1
9895,WEATHER,26.29,74.23,1015.64,12.83,50.21,1
9896,WEATHER,23.69,90.89,1015.07,11.69,39.97,0
9897,WEATHER,24.4,88.13,1014.64,11.25,38.55,1
9898,WEATHER,26.78,79.23,1013.05,22.79,41.37,1
9899,WEATHER,22.48,85.04,1014.93,10.15,44.38,0
9900,WEATHER,22.64,80.09,1027.7,23.7,41.8,0
9901,WEATHER,25.15,75.68,1012.91,21.68,45.27,0
9902,WEATHER,20.4,69.57,1013.77,15.46,52.32,0
9903,WEATHER,16.76,81.75,1009.26,2.36,46.89,0
9904,WEATHER,29.98,70.09,1024.75,19.7,45.7,1
9905,WEATHER,23.87,77.93,1022.88,10.54,36.96,0
9906,WEATHER,22.18,80.56,1021.42,18.62,47.23,0
9907,WEATHER,24.65,92.26,1017.76,1.37,48.47,0
9908,WEATHER,25.51,80.03,1022.45,7.91,41.75,0
9909,WEATHER,21.57,76.71,1019.47,21.43,48.72,1
9910,WEATHER,23.32,83.51,1016.47,3.4,48.24,0
9911,WEATHER,25.6,77.79,1015.16,12.67,32.63,1
9912,WEATHER,23.38,77.16,1017.73,25.69,43.52,1
9913,WEATHER,20.34,75.48,1022.28,9.15,45.75,1
9914,WEATHER,21.83,100.0,1020.34,13.28,50.21,0
9915,WEATHER,26.84,67.89,1016.77,35.09,40.18,0
9916,WEATHER,24.03,85.65,1017.74,3.78,35.02,0
9917,WEATHER,23.2,89.37,1018.31,10.19,42.19,0
9918,WEATHER,19.98,81.96,1023.98,13.49,49.74,0
9919,WEATHER,28.43,78.88,1018.87,16.19,44.34,0
9920,WEATHER,25.76,66.47,1008.81,19.98,62.7,0
9921,WEATHER,23.79,82.88,1018.94,3.21,48.92,0
9922,WEATHER,21.68,68.89,1020.77,11.78,42.66,0
9923,WEATHER,24.46,92.14,1024.96,10.49,46.21,0
9924,WEATHER,26.59,84.01,1018.62,12.79,42.24,0
9925,WEATHER,27.32,74.92,1017.8,21.43,46.83,0
9926,WEATHER,28.78,85.35,1012.05,7.56,38.52,0
9927,WEATHER,29.51,83.73,1017.49,12.91,43.34,0
9928,WEATHER,30.25,84.58,1019.66,10.46,41.03,0
9929,WEATHER,25.61,87.67,1015.18,15.79,44.88,0
9930,WEATHER,24.03,71.41,1018.39,15.04,35.5,0
9931,WEATHER,24.45,57.29,1020.16,6.71,47.47,1
9932,WEATHER,31.53,78.19,1016.56,13.45,43.23,0
9933,WEATHER,24.9,65.46,1016.95,15.02,40.34,1
9934,WEATHER,27.49,74.53,1018.29,25.03,47.19,0
9935,WEATHER,30.25,83.96,1025.67,8.78,49.92,0
9936,WEATHER,28.23,82.0,1018.64,21.12,46.44,0
9937,WEATHER,28.73,76.49,1014.9,16.85,40.4,0
9938,WEATHER,27.33,79.87,1016.26,13.16,44.13,0
9939,WEATHER,26.5,82.15,1021.83,13.14,40.17,0
9940,WEATHER,25.61,59.91,1021.01,14.94,39.49,0
9941,WEATHER,24.96,80.45,1019.13,13.45,42.59,1
9942,WEATHER,29.61,80.27,1016.8,3.92,39.95,0
9943,WEATHER,34.28,64.49,1012.58,18.58,49.51,0
9944,WEATHER,28.88,89.18,1017.26,13.78,39.76,0
9945,WEATHER,28.91,78.78,1017.61,5.84,42.76,0
9946,WEATHER,21.72,61.94,1019.71,15.94,42.33,0
9947,WEATHER,22.55,61.97,1018.08,3.02,43.67,0
9948,WEATHER,29.7,60.34,1016.53,12.98,46.49,0
9949,WEATHER,28.12,66.16,1013.84,19.6,37.58,0
9950,WEATHER,28.01,69.7,1017.73,18.0,40.12,1
9951,WEATHER,21.65,82.26,1017.69,9.66,50.22,0
9952,WEATHER,30.43,66.48,1013.84,22.89,42.82,0
9953,WEATHER,25.28,60.66,1018.9,27.83,53.49,0
9954,WEATHER,24.03,74.61,1022.33,10.43,34.04,0
9955,WEATHER,29.31,51.29,1010.84,24.67,40.04,0
9956,WEATHER,32.46,72.84,1025.68,14.23,36.7,0
9957,WEATHER,27.86,69.87,1027.35,2.41,46.03,0
9958,WEATHER,26.3,79.64,1026.84,17.87,47.26,0
9959,WEATHER,24.22,67.16,1020.77,11.07,37.32,0
9960,WEATHER,27.76,56.56,1025.77,3.07,40.16,1
9961,WEATHER,30.8,73.55,1020.29,7.93,49.07,0
9962,WEATHER,24.43,68.64,1010.31,22.73,30.03,0
9963,WEATHER,18.45,77.96,1016.37,22.35,37.05,0
9964,WEATHER,23.66,79.29,1012.0,18.07,46.31,0
9965,WEATHER,28.62,60.73,1020.95,19.81,48.42,0
9966,WEATHER,23.98,58.48,1022.56,20.14,38.52,0
9967,WEATHER,25.44,67.6,1024.87,8.16,43.95,0
9968,WEATHER,24.58,54.13,1015.65,22.31,50.21,0
9969,WEATHER,24.81,64.35,1023.46,8.34,46.0,0
9970,WEATHER,22.32,60.47,1021.6,18.47,38.36,0
9971,WEATHER,23.91,56.3,1013.16,22.03,35.16,0
9972,WEATHER,24.87,59.24,1023.88,25.89,36.6,0
9973,WEATHER,29.13,42.1,1015.1,4.16,35.89,0
9974,WEATHER,24.33,70.78,1016.83,10.13,36.31,0
9975,WEATHER,28.92,67.29,1022.63,1.74,40.27,0
9976,WEATHER,24.8,63.52,1013.94,23.09,42.21,0
9977,WEATHER,26.09,74.59,1018.67,1.89,30.53,0
9978,WEATHER,28.33,48.72,1024.0,4.42,40.03,1
9979,WEATHER,25.4,53.9,1020.16,5.09,33.61,0
9980,WEATHER,26.0,61.52,1025.13,15.53,37.75,0
9981,WEATHER,26.71,57.66,1012.17,29.22,31.88,0
9982,WEATHER,27.35,61.12,1021.92,9.91,26.67,0
9983,WEATHER,24.14,49.98,1014.39,21.01,40.4,0
9984,WEATHER,25.03,65.55,1017.23,5.07,39.88,1
9985,WEATHER,25.83,49.9,1015.12,7.37,35.25,1
9986,WEATHER,27.8,48.81,1016.27,19.62,34.28,0
9987,WEATHER,25.34,57.64,1019.23,32.36,34.84,0
9988,WEATHER,14.84,53.99,1018.64,28.66,36.1,0
9989,WEATHER,28.46,64.31,1013.48,2.86,35.24,0
9990,WEATHER,24.61,47.18,1017.27,19.12,39.37,0
9991,WEATHER,27.33,46.93,1015.01,9.53,45.97,0
9992,WEATHER,23.75,48.15,1012.71,7.1,29.06,0
9993,WEATHER,23.66,52.48,1017.62,2.16,36.75,0
9994,WEATHER,22.93,35.36,1011.85,29.0,27.15,0
9995,WEATHER,22.74,48.37,1006.43,17.32,41.14,0
9996,WEATHER,20.22,40.25,1007.53,8.38,34.52,0
9997,WEATHER,19.9,46.98,1021.48,6.56,34.31,0
9998,WEATHER,15.23,45.95,1021.71,11.51,35.77,0
9999,WEATHER,24.16,59.45,1018.87,18.26,26.42,0
10000,WEATHER,20.61,51.62,1011.85,10.72,32.03,0
10001,WEATHER,23.11,53.78,1014.83,16.21,32.22,0
10002,WEATHER,20.38,44.82,1020.39,4.54,31.41,0
10003,WEATHER,20.49,56.35,1013.44,18.39,26.3,0
10004,WEATHER,24.41,44.37,1012.68,14.58,25.32,1
10005,WEATHER,18.02,47.9,1018.93,6.62,32.43,0
10006,WEATHER,19.64,48.53,1007.38,24.23,34.42,0
10007,WEATHER,23.09,53.18,1014.19,29.04,30.96,0
10008,WEATHER,28.46,69.94,1018.83,8.95,25.04,0
10009,WEATHER,14.96,47.6,1011.8,25.62,30.22,0
10010,WEATHER,19.56,39.17,1020.51,22.96,31.83,0
10011,WEATHER,21.61,53.6,1023.86,21.18,38.51,0
10012,WEATHER,20.53,35.45,1017.46,24.91,27.06,0
10013,WEATHER,14.73,47.78,1017.85,25.38,35.57,0
10014,WEATHER,23.4,59.74,1016.81,7.01,21.18,0
10015,WEATHER,20.51,43.39,1013.33,3.95,30.92,0
10016,WEATHER,12.91,55.49,1015.2,23.94,29.18,0
10017,WEATHER,18.82,46.58,1012.16,27.08,35.66,0
10018,WEATHER,17.89,49.75,1013.37,11.11,32.82,1
10019,WEATHER,22.58,45.57,1011.4,10.69,34.24,0
10020,WEATHER,14.35,38.95,1017.24,19.02,31.83,0
10021,WEATHER,14.06,58.2,1011.06,25.59,30.59,0
10022,WEATHER,13.86,42.54,1011.28,8.04,24.09,0
10023,WEATHER,17.06,45.06,1015.62,11.11,24.26,0
10024,WEATHER,13.57,48.79,1011.25,19.01,23.06,0
10025,WEATHER,13.9,58.25,1015.83,4.17,26.43,0
10026,WEATHER,17.97,45.58,1010.08,13.47,21.34,0
10027,WEATHER,16.8,33.31,1021.06,9.56,19.79,0
10028,WEATHER,15.31,45.83,1016.17,21.17,23.71,0
10029,WEATHER,18.92,48.52,1012.07,8.47,22.76,0
10030,WEATHER,23.45,38.43,1012.84,18.95,17.96,0
10031,WEATHER,16.31,47.38,1012.54,7.5,17.37,0
10032,WEATHER,18.16,38.29,1021.32,6.68,27.16,0
10033,WEATHER,15.72,42.39,1012.08,24.66,25.19,0
10034,WEATHER,11.65,48.31,1010.35,7.88,21.53,0
10035,WEATHER,13.8,57.53,1012.45,13.85,22.75,0
10036,WEATHER,13.86,48.12,1016.07,25.1,27.81,0
10037,WEATHER,17.81,32.09,1013.19,25.21,17.04,0
10038,WEATHER,10.84,36.76,1005.72,11.6,16.46,0
10039,WEATHER,13.07,47.87,1008.46,5.8,24.0,0
10040,WEATHER,7.74,46.07,1011.06,10.63,27.54,0
10041,WEATHER,15.82,42.0,1011.72,13.27,26.67,0
10042,WEATHER,12.19,50.16,1011.88,8.82,18.39,0
10043,WEATHER,12.34,49.5,1014.13,12.22,19.03,0
10044,WEATHER,14.17,26.09,1007.74,12.93,31.8,0
10045,WEATHER,10.88,34.35,1019.28,16.46,29.23,0
10046,WEATHER,14.61,30.93,1005.94,13.21,23.5,0
10047,WEATHER,11.29,41.09,1016.38,13.5,26.42,0
10048,WEATHER,10.1,40.75,1021.14,16.23,24.18,0
10049,WEATHER,18.13,36.34,1009.83,12.22,14.45,0
10050,WEATHER,16.89,40.42,1017.05,15.18,18.84,0
10051,WEATHER,11.88,29.13,1008.01,6.64,19.6,1
10052,WEATHER,9.57,46.78,1010.38,19.8,22.0,0
10053,WEATHER,5.76,43.11,1004.99,2.12,20.81,0
10054,WEATHER,17.3,33.27,1011.73,43.88,25.88,0
10055,WEATHER,15.29,40.06,1007.75,9.84,9.52,0
10056,WEATHER,16.41,47.68,1007.45,24.29,18.36,0
10057,WEATHER,12.44,56.37,1009.3,16.32,24.97,0
10058,WEATHER,9.4,51.58,1011.59,11.41,25.68,0
10059,WEATHER,16.45,41.73,1013.9,10.4,14.75,0
10060,WEATHER,9.55,36.16,1011.02,8.11,24.47,0
10061,WEATHER,14.66,45.06,1010.28,20.45,18.62,0
10062,WEATHER,7.22,22.61,1013.89,15.78,12.71,0
10063,WEATHER,11.31,30.33,1008.89,6.29,18.54,0
10064,WEATHER,11.71,39.99,1010.58,8.04,18.06,0
10065,WEATHER,8.4,32.19,1013.84,27.15,17.4,0
10066,WEATHER,7.72,31.02,1005.68,6.27,21.62,0
10067,WEATHER,7.89,25.82,1011.58,6.57,22.55,0
10068,WEATHER,10.41,50.46,1012.85,8.12,20.2,0
10069,WEATHER,11.83,50.35,1003.84,7.73,10.54,0
10070,WEATHER,8.32,38.48,1011.87,15.75,12.42,0
10071,WEATHER,11.17,44.65,1008.87,3.64,17.49,0
10072,WEATHER,8.51,39.06,1012.2,12.98,13.97,0
10073,WEATHER,10.03,31.44,1011.91,11.63,18.31,0
10074,WEATHER,10.84,48.8,1015.64,8.64,19.18,0
10075,WEATHER,9.08,40.96,1005.92,16.59,11.98,0
10076,WEATHER,7.63,25.3,1006.21,11.85,15.02,0
10077,WEATHER,7.04,31.14,1007.02,2.17,18.29,0
10078,WEATHER,10.77,29.72,1007.18,18.52,13.3,0
10079,WEATHER,8.81,33.39,1013.74,13.76,12.89,0
10080,WEATHER,3.85,29.19,1011.5,11.75,17.34,0
10081,WEATHER,4.82,51.0,1010.13,23.21,19.0,0
10082,WEATHER,12.31,43.76,1007.88,12.53,17.93,0
10083,WEATHER,8.83,21.7,1013.17,6.22,25.42,0
10084,WEATHER,5.22,42.29,1013.92,12.17,14.44,0
10085,WEATHER,1.21,34.95,995.1,23.92,11.56,0
10086,WEATHER,3.36,50.56,1023.11,11.66,13.27,0
10087,WEATHER,7.57,31.5,1000.45,16.16,15.39,0
10088,WEATHER,4.47,41.19,1010.75,8.39,14.9,0
10089,WEATHER,3.94,46.47,1012.13,9.81,25.18,0
10090,WEATHER,4.39,46.64,1009.48,9.75,7.5,0
